-0.083740234,-1.036376953,0.095947266,-18.53179932,11.19232178,-8.079528809,0,1.044172157,23.10788693
-0.083740234,-1.036376953,0.095947266,-18.53179932,11.19232178,-8.079528809,0,1.044172157,23.10788693
-0.083740234,-1.036376953,0.095947266,-18.53179932,11.19232178,-8.079528809,0,1.044172157,23.10788693
-0.083740234,-1.036376953,0.095947266,-18.53179932,11.19232178,-8.079528809,0,1.044172157,23.10788693
0.124023438,-0.950195313,0.073242188,13.02337646,-0.541687012,-18.92089844,0,0.961050136,22.97612145
0.124023438,-0.950195313,0.073242188,13.02337646,-0.541687012,-18.92089844,0,0.961050136,22.97612145
0.124023438,-0.950195313,0.073242188,13.02337646,-0.541687012,-18.92089844,0,0.961050136,22.97612145
0.124023438,-0.950195313,0.073242188,13.02337646,-0.541687012,-18.92089844,0,0.961050136,22.97612145
0.110107422,-0.938964844,0.276123047,-30.79223633,14.28222656,-1.892089844,0,0.984897233,33.99593825
0.110107422,-0.938964844,0.276123047,-30.79223633,14.28222656,-1.892089844,0,0.984897233,33.99593825
0.110107422,-0.938964844,0.276123047,-30.79223633,14.28222656,-1.892089844,0,0.984897233,33.99593825
0.110107422,-0.938964844,0.276123047,-30.79223633,14.28222656,-1.892089844,0,0.984897233,33.99593825
-0.012207031,-0.980957031,0.055664063,1.182556152,2.487182617,14.61029053,0,0.982610908,14.86758574
-0.012207031,-0.980957031,0.055664063,1.182556152,2.487182617,14.61029053,0,0.982610908,14.86758574
-0.012207031,-0.980957031,0.055664063,1.182556152,2.487182617,14.61029053,0,0.982610908,14.86758574
-0.012207031,-0.980957031,0.055664063,1.182556152,2.487182617,14.61029053,0,0.982610908,14.86758574
-0.012207031,-0.980957031,0.055664063,1.182556152,2.487182617,14.61029053,0,0.982610908,14.86758574
-0.012207031,-0.980957031,0.055664063,1.182556152,2.487182617,14.61029053,0,0.982610908,14.86758574
-0.012207031,-0.980957031,0.055664063,1.182556152,2.487182617,14.61029053,0,0.982610908,14.86758574
-0.120117188,-1.004638672,0.268066406,-13.40484619,6.11114502,-23.17047119,0,1.046702727,27.45736204
-0.120117188,-1.004638672,0.268066406,-13.40484619,6.11114502,-23.17047119,0,1.046702727,27.45736204
-0.120117188,-1.004638672,0.268066406,-13.40484619,6.11114502,-23.17047119,0,1.046702727,27.45736204
-0.120117188,-1.004638672,0.268066406,-13.40484619,6.11114502,-23.17047119,0,1.046702727,27.45736204
-0.120117188,-1.004638672,0.268066406,-13.40484619,6.11114502,-23.17047119,0,1.046702727,27.45736204
0.141357422,-0.87890625,0.119384766,4.96673584,-16.02935791,6.278991699,0,0.89817083,17.91743611
0.141357422,-0.87890625,0.119384766,4.96673584,-16.02935791,6.278991699,0,0.89817083,17.91743611
0.141357422,-0.87890625,0.119384766,4.96673584,-16.02935791,6.278991699,0,0.89817083,17.91743611
0.141357422,-0.87890625,0.119384766,4.96673584,-16.02935791,6.278991699,0,0.89817083,17.91743611
0.141357422,-0.87890625,0.119384766,4.96673584,-16.02935791,6.278991699,0,0.89817083,17.91743611
0.141357422,-0.87890625,0.119384766,4.96673584,-16.02935791,6.278991699,0,0.89817083,17.91743611
0.010986328,-1.149169922,0.084960938,2.708435059,9.19342041,-6.729125977,0,1.152358698,11.71049682
0.010986328,-1.149169922,0.084960938,2.708435059,9.19342041,-6.729125977,0,1.152358698,11.71049682
0.010986328,-1.149169922,0.084960938,2.708435059,9.19342041,-6.729125977,0,1.152358698,11.71049682
0.010986328,-1.149169922,0.084960938,2.708435059,9.19342041,-6.729125977,0,1.152358698,11.71049682
0.010986328,-1.149169922,0.084960938,2.708435059,9.19342041,-6.729125977,0,1.152358698,11.71049682
0.188476563,-0.9453125,0.105957031,-12.77923584,-4.974365234,-19.06585693,0,0.969724719,23.48531624
0.188476563,-0.9453125,0.105957031,-12.77923584,-4.974365234,-19.06585693,0,0.969724719,23.48531624
0.188476563,-0.9453125,0.105957031,-12.77923584,-4.974365234,-19.06585693,0,0.969724719,23.48531624
0.188476563,-0.9453125,0.105957031,-12.77923584,-4.974365234,-19.06585693,0,0.969724719,23.48531624
0.166992188,-0.870361328,0.252197266,7.781982422,-15.38085938,16.14379883,0,0.921422104,23.6167806
0.166992188,-0.870361328,0.252197266,7.781982422,-15.38085938,16.14379883,0,0.921422104,23.6167806
0.166992188,-0.870361328,0.252197266,7.781982422,-15.38085938,16.14379883,0,0.921422104,23.6167806
0.166992188,-0.870361328,0.252197266,7.781982422,-15.38085938,16.14379883,0,0.921422104,23.6167806
0.166992188,-0.870361328,0.252197266,7.781982422,-15.38085938,16.14379883,0,0.921422104,23.6167806
0.043701172,-1.053955078,0.168701172,-2.738952637,-17.12799072,16.61682129,0,1.068265503,24.02058862
