A_x,A_y,A_z,G_x,G_y,G_z,State,A_vec,G_vec
0.166015625,-0.901855469,0.141845703,12.87078857,10.33782959,-6.141662598,0,0.927914154,17.61385644
0.167236328,-0.840332031,0.051757813,-9.956359863,-0.602722168,-1.518249512,0,0.858373336,10.0894726
0.167236328,-0.840332031,0.051757813,-9.956359863,-0.602722168,-1.518249512,0,0.858373336,10.0894726
0.167236328,-0.840332031,0.051757813,-9.956359863,-0.602722168,-1.518249512,0,0.858373336,10.0894726
0.167236328,-0.840332031,0.051757813,-9.956359863,-0.602722168,-1.518249512,0,0.858373336,10.0894726
0.167236328,-0.840332031,0.051757813,-9.956359863,-0.602722168,-1.518249512,0,0.858373336,10.0894726
0.083007813,-1.35546875,0.059326172,15.40374756,-51.13220215,-24.93286133,0,1.359303286,58.93577105
0.083007813,-1.35546875,0.059326172,15.40374756,-51.13220215,-24.93286133,0,1.359303286,58.93577105
0.083007813,-1.35546875,0.059326172,15.40374756,-51.13220215,-24.93286133,0,1.359303286,58.93577105
0.083007813,-1.35546875,0.059326172,15.40374756,-51.13220215,-24.93286133,0,1.359303286,58.93577105
0.03125,-1.289794922,0.102294922,-20.52307129,-21.61407471,5.744934082,0,1.294222452,30.35405983
0.03125,-1.289794922,0.102294922,-20.52307129,-21.61407471,5.744934082,0,1.294222452,30.35405983
0.03125,-1.289794922,0.102294922,-20.52307129,-21.61407471,5.744934082,0,1.294222452,30.35405983
0.03125,-1.289794922,0.102294922,-20.52307129,-21.61407471,5.744934082,0,1.294222452,30.35405983
0.062744141,-0.936279297,0.017333984,-19.02008057,27.94647217,2.662658691,0,0.938539406,33.90956388
0.062744141,-0.936279297,0.017333984,-19.02008057,27.94647217,2.662658691,0,0.938539406,33.90956388
0.062744141,-0.936279297,0.017333984,-19.02008057,27.94647217,2.662658691,0,0.938539406,33.90956388
0.062744141,-0.936279297,0.017333984,-19.02008057,27.94647217,2.662658691,0,0.938539406,33.90956388
0.062744141,-0.936279297,0.017333984,-19.02008057,27.94647217,2.662658691,0,0.938539406,33.90956388
0.313720703,-0.831787109,0.016357422,0.381469727,8.941650391,-29.12902832,0,0.889133308,30.47292112
0.313720703,-0.831787109,0.016357422,0.381469727,8.941650391,-29.12902832,0,0.889133308,30.47292112
0.313720703,-0.831787109,0.016357422,0.381469727,8.941650391,-29.12902832,0,0.889133308,30.47292112
0.313720703,-0.831787109,0.016357422,0.381469727,8.941650391,-29.12902832,0,0.889133308,30.47292112
0.501464844,-0.979003906,0.174316406,-35.20965576,46.72241211,-2.937316895,0,1.113688398,58.57756808
0.501464844,-0.979003906,0.174316406,-35.20965576,46.72241211,-2.937316895,0,1.113688398,58.57756808
0.501464844,-0.979003906,0.174316406,-35.20965576,46.72241211,-2.937316895,0,1.113688398,58.57756808
0.501464844,-0.979003906,0.174316406,-35.20965576,46.72241211,-2.937316895,0,1.113688398,58.57756808
0.049804688,-1.049072266,0.077880859,1.960754395,15.93780518,10.1776123,0,1.053137481,19.0116276
0.049804688,-1.049072266,0.077880859,1.960754395,15.93780518,10.1776123,0,1.053137481,19.0116276
0.049804688,-1.049072266,0.077880859,1.960754395,15.93780518,10.1776123,0,1.053137481,19.0116276
0.049804688,-1.049072266,0.077880859,1.960754395,15.93780518,10.1776123,0,1.053137481,19.0116276
0.049804688,-1.049072266,0.077880859,1.960754395,15.93780518,10.1776123,0,1.053137481,19.0116276
0.049804688,-1.049072266,0.077880859,1.960754395,15.93780518,10.1776123,0,1.053137481,19.0116276
0.088134766,-0.754882813,-0.086669922,-25.39825439,-11.96289063,-0.015258789,0,0.764936254,28.07458479
0.088134766,-0.754882813,-0.086669922,-25.39825439,-11.96289063,-0.015258789,0,0.764936254,28.07458479
0.088134766,-0.754882813,-0.086669922,-25.39825439,-11.96289063,-0.015258789,0,0.764936254,28.07458479
0.088134766,-0.754882813,-0.086669922,-25.39825439,-11.96289063,-0.015258789,0,0.764936254,28.07458479
0.088134766,-0.754882813,-0.086669922,-25.39825439,-11.96289063,-0.015258789,0,0.764936254,28.07458479
0.088134766,-0.754882813,-0.086669922,-25.39825439,-11.96289063,-0.015258789,0,0.764936254,28.07458479
0.430908203,-1.146484375,0.158935547,-32.04345703,-1.960754395,-8.796691895,0,1.235058221,33.28677642
0.430908203,-1.146484375,0.158935547,-32.04345703,-1.960754395,-8.796691895,0,1.235058221,33.28677642
0.430908203,-1.146484375,0.158935547,-32.04345703,-1.960754395,-8.796691895,0,1.235058221,33.28677642
0.430908203,-1.146484375,0.158935547,-32.04345703,-1.960754395,-8.796691895,0,1.235058221,33.28677642
-0.017822266,-1.395996094,-0.096679688,37.86468506,-2.922058105,-6.958007813,0,1.399453354,38.60941169
-0.017822266,-1.395996094,-0.096679688,37.86468506,-2.922058105,-6.958007813,0,1.399453354,38.60941169
-0.017822266,-1.395996094,-0.096679688,37.86468506,-2.922058105,-6.958007813,0,1.399453354,38.60941169
-0.017822266,-1.395996094,-0.096679688,37.86468506,-2.922058105,-6.958007813,0,1.399453354,38.60941169
0.331542969,-0.783203125,0.260009766,5.172729492,-16.746521,4.837036133,0,0.889344114,18.18240948
0.331542969,-0.783203125,0.260009766,5.172729492,-16.746521,4.837036133,0,0.889344114,18.18240948
0.331542969,-0.783203125,0.260009766,5.172729492,-16.746521,4.837036133,0,0.889344114,18.18240948
0.331542969,-0.783203125,0.260009766,5.172729492,-16.746521,4.837036133,0,0.889344114,18.18240948
0.331542969,-0.783203125,0.260009766,5.172729492,-16.746521,4.837036133,0,0.889344114,18.18240948
0.081054688,-0.577636719,-0.093994141,-13.38195801,8.232116699,8.13293457,0,0.590820565,17.69149994
0.081054688,-0.577636719,-0.093994141,-13.38195801,8.232116699,8.13293457,0,0.590820565,17.69149994
0.081054688,-0.577636719,-0.093994141,-13.38195801,8.232116699,8.13293457,0,0.590820565,17.69149994
0.081054688,-0.577636719,-0.093994141,-13.38195801,8.232116699,8.13293457,0,0.590820565,17.69149994
0.081054688,-0.577636719,-0.093994141,-13.38195801,8.232116699,8.13293457,0,0.590820565,17.69149994
0.081054688,-0.577636719,-0.093994141,-13.38195801,8.232116699,8.13293457,0,0.590820565,17.69149994
0.081054688,-0.577636719,-0.093994141,-13.38195801,8.232116699,8.13293457,0,0.590820565,17.69149994
0.281005859,-0.825439453,-0.090332031,-6.858825684,-27.91595459,-3.829956055,0,0.87662675,29.00021679
0.281005859,-0.825439453,-0.090332031,-6.858825684,-27.91595459,-3.829956055,0,0.87662675,29.00021679
0.281005859,-0.825439453,-0.090332031,-6.858825684,-27.91595459,-3.829956055,0,0.87662675,29.00021679
0.281005859,-0.825439453,-0.090332031,-6.858825684,-27.91595459,-3.829956055,0,0.87662675,29.00021679
0.095947266,-0.815429688,0.024658203,-51.87988281,19.88220215,8.972167969,0,0.821425274,56.27898365
0.095947266,-0.815429688,0.024658203,-51.87988281,19.88220215,8.972167969,0,0.821425274,56.27898365
0.095947266,-0.815429688,0.024658203,-51.87988281,19.88220215,8.972167969,0,0.821425274,56.27898365
0.095947266,-0.815429688,0.024658203,-51.87988281,19.88220215,8.972167969,0,0.821425274,56.27898365
-0.049804688,-0.906005859,0.218017578,73.9364624,29.1595459,-52.23083496,0,0.933198151,95.10488794
-0.049804688,-0.906005859,0.218017578,73.9364624,29.1595459,-52.23083496,0,0.933198151,95.10488794
-0.049804688,-0.906005859,0.218017578,73.9364624,29.1595459,-52.23083496,0,0.933198151,95.10488794
-0.049804688,-0.906005859,0.218017578,73.9364624,29.1595459,-52.23083496,0,0.933198151,95.10488794
