-0.055664063,0.971435547,0.055664063,-2.265930176,-13.50402832,-4.127502441,0,0.974619925,14.30138094,,2.265930176,13.50402832,4.127502441
-0.137207031,0.954345703,-0.078857422,-32.45544434,20.24078369,-21.79718018,0,0.967377891,44.02456422,,32.45544434,20.24078369,21.79718018
-0.211425781,0.960205078,0.156738281,-9.59777832,3.196716309,-44.06738281,0,0.995621184,45.21361047,,9.59777832,3.196716309,44.06738281
-0.223144531,0.983154297,-0.138183594,19.60754395,-31.63909912,10.19287109,0,1.017585652,38.5925251,,19.60754395,31.63909912,10.19287109
-0.087646484,0.9609375,0.027099609,22.81188965,6.660461426,7.751464844,0,0.965306777,24.99658503,,22.81188965,6.660461426,7.751464844
-0.207275391,0.902099609,-0.173339844,-16.92199707,16.63970947,-20.59936523,0,0.941697135,31.42559091,,16.92199707,16.63970947,20.59936523
-0.172607422,0.9140625,0.180175781,-2.243041992,21.87347412,-9.52911377,0,0.947505614,23.96422577,,2.243041992,21.87347412,9.52911377
-0.224121094,0.852294922,-0.067138672,11.55090332,-15.84625244,21.92687988,0,0.883823795,29.41623948,,11.55090332,15.84625244,21.92687988
0.016601563,0.999023438,0.030761719,11.75689697,-13.86260986,3.852844238,0,0.999634795,18.58066165,,11.75689697,13.86260986,3.852844238
-0.132568359,0.827392578,-0.076904297,-14.27459717,39.6194458,0.74005127,1,0.841467242,42.11902522,,14.27459717,39.6194458,0.74005127
-0.032226563,0.763427734,0.085693359,90.97290039,120.1095581,-231.8954468,1,0.768897788,276.5463303,,90.97290039,120.1095581,231.8954468
-0.069091797,0.684082031,0.335449219,100.7919312,3.799438477,157.6080322,1,0.765028156,187.1195899,,100.7919312,3.799438477,157.6080322
0.754394531,0.706298828,-0.221191406,-4.013061523,0.343322754,-5.310058594,0,1.056832428,6.664777234,,4.013061523,0.343322754,5.310058594
