-0.037597656,0.993408203,0.013183594,11.42883301,-6.385803223,-3.303527832,0
-0.016601563,1.130126953,-0.060546875,-11.29150391,-4.981994629,-4.875183105,0
-0.101318359,1.037353516,0.025634766,-16.50238037,9.033203125,-13.69476318,0
-0.180419922,1.006347656,0.080322266,-12.64953613,5.77545166,-19.15740967,0
-0.259277344,1.032714844,0.081054688,7.339477539,-2.03704834,5.867004395,0
-0.117431641,0.993164063,-0.072998047,-1.518249512,-11.46697998,-4.638671875,0
-0.03515625,0.990478516,-0.033935547,-1.693725586,6.256103516,6.134033203,0
-0.090820313,1.028564453,-0.029296875,-14.9230957,11.42120361,-5.409240723,0
-0.188720703,0.945800781,0.085449219,-5.043029785,-0.80871582,-23.62823486,0
-0.190429688,1.041992188,0.011474609,5.828857422,0.633239746,4.837036133,0
-0.089599609,0.944824219,-0.033447266,2.220153809,-7.507324219,-5.004882813,0
-0.062255859,1.082275391,0.047363281,8.438110352,1.617431641,4.089355469,0
0.010742188,0.989013672,-0.053710938,-32.06634521,6.721496582,-16.59393311,0
-0.130859375,0.945556641,-0.013183594,-2.700805664,20.28656006,-8.819580078,0
-0.103759766,0.920898438,0.047119141,9.628295898,2.250671387,4.440307617,1
-0.055419922,1.017822266,-0.059082031,4.814147949,3.021240234,-3.540039063,1
0.116699219,0.964111328,0.000488281,2.380371094,-9.811401367,20.66040039,1
0.052001953,0.934814453,0.067382813,-39.6194458,-6.805419922,-38.35296631,1
0.171875,2.205566406,0.113037109,30.9677124,12.82501221,-27.53448486,1
0.012207031,0.797119141,-0.520019531,9.422302246,-26.67999268,-6.645202637,0
-0.367675781,0.7421875,-0.606689453,-0.25177002,-7.286071777,-6.607055664,2
-0.461669922,0.639648438,-0.584228516,-2.563476563,1.167297363,-6.446838379,2
-0.539794922,0.597412109,-0.531005859,-3.364562988,-0.32043457,-9.452819824,2
-0.565917969,0.583007813,-0.652099609,-0.930786133,-2.449035645,-8.140563965,2
-0.524658203,0.597900391,-0.539794922,-5.310058594,-2.052307129,-2.830505371,2
-0.557373047,0.551269531,-0.563964844,-6.072998047,1.518249512,-4.196166992,2
-0.552490234,0.513671875,-0.600097656,-7.011413574,0.526428223,-5.928039551,2
-0.551513672,0.54296875,-0.606201172,-6.385803223,0.228881836,-5.493164063,2
